text,category,priority,sentiment
complaint: bijli current nahi aa raha main road pe please fix asap,electricity,Normal,Negative
complaint: safai drain block ho gaya hai colony me immediate action needed,sanitation,Normal,Neutral
"please help, meter bar bar cut ho rahi hai near school bahut dikkat ho rahi hai",electricity,Normal,Neutral
"please help, drain cleaning nahi hui near hospital",sanitation,Normal,Negative
kooda area ganda h near school jaldi solve kare,sanitation,Normal,Negative
"bahut problem hai, power fluctuation ho raha hai near hospital bahut dikkat ho rahi hai",electricity,Normal,Negative
pothole accident ka danger h market me please fix asap,roads,High,Negative
urgent: awaz disturbance create ho raha hai area me bahut dikkat ho rahi hai,public,High,Negative
urgent: electricity nahi aa rahi main road pe,electricity,High,Negative
"please help, safai kachra jama h ghar ke paas jaldi solve kare",sanitation,Normal,Negative
complaint: water water issue hai near school jaldi solve kare,water,Normal,Neutral
"please help, traffic log bahut shor kar rahe hai colony me immediate action needed",public,Normal,Neutral
"serious issue, pani nahi aa raha near hospital please fix asap",water,High,Negative
"serious issue, waste bahut badbu aa rahi hai near hospital bahut dikkat ho rahi hai",sanitation,High,Negative
complaint: supply supply band hai market me jaldi solve kare,water,Normal,Neutral
"bahut prblm h, construction road damage h near school immediate action needed",roads,Normal,Negative
urgent: street bade potholes h area me immediate action needed,roads,High,Negative
"serious issue, drain cleaning nahi hui society me bahut dikkat ho rahi hai",sanitation,Normal,Negative
urgent: awaz log bahut shor kar rahe hai colony me,public,High,Negative
"serious issue, pani nahi aa raha near hospital",water,High,Negative
construction accident ka danger hai market me immediate action needed,roads,High,Negative
complaint: power current nahi aa raha main road pe please fix asap,electricity,Normal,Neutral
complaint: transformer power failure ho gaya hai near school jaldi solve kare,electricity,Normal,Negative
complaint: street road damage h society me,roads,Normal,Negative
"serious issue, kooda drain block ho gaya hai society me immediate action needed",sanitation,Normal,Negative
electricity faat gaya area me immediate action needed,electricity,Normal,Neutral
urgent: garbage nahi uthaya gaya near school immediate action needed,sanitation,High,Negative
"serious issue, street bahut kharab condition me hai market me please fix asap",roads,Normal,Negative
"serious issue, transformer shock lagne ka danger hai near school bahut dikkat ho rahi hai",electricity,High,Negative
nala overflow ho raha hai main road pe jaldi solve kare,sanitation,Normal,Neutral
"bahut problem hai, transformer bar bar cut ho rahi hai near hospital immediate action needed",electricity,Normal,Negative
"bahut prblm h, voltage faat gaya market me bahut dikkat ho rahi h",electricity,Normal,Neutral
jal water issue hai main road pe bahut dikkat ho rahi hai,water,Normal,Neutral
complaint: drain cleaning nahi hui main road pe bahut dikkat ho rahi hai,sanitation,Normal,Neutral
complaint: bijli meter ka issue hai near school please fix asap,electricity,Normal,Negative
"bahut prblm h, tap pressure bahut kam h area me bahut dikkat ho rahi h",water,Normal,Negative
"please help, pothole kaam adhura hai colony me jaldi solve kare",roads,Normal,Neutral
"bahut problem hai, pipeline nahi aa raha market me",water,Normal,Negative
complaint: pipeline pressure bahut kam hai market me immediate action needed,water,Normal,Negative
"bahut problem hai, street road damage hai colony me please fix asap",roads,Normal,Negative
"bahut problem hai, waste drain block ho gaya hai ghar ke paas immediate action needed",sanitation,Normal,Negative
"serious issue, pani ganda pani aa raha hai main road pe please fix asap",water,High,Negative
water supply band hai colony me immediate action needed,water,Normal,Neutral
safai area ganda hai colony me bahut dikkat ho rahi hai,sanitation,Normal,Neutral
complaint: water pipeline leak ho rahi hai near hospital please fix asap,water,Normal,Neutral
"bahut prblm h, current meter ka issue h area me",electricity,Normal,Negative
"serious issue, drain drain block ho gaya hai main road pe jaldi solve kare",sanitation,Normal,Negative
"bahut problem hai, electricity fluctuation ho raha hai area me",electricity,Normal,Neutral
"serious issue, pipeline ganda pani aa raha h main road pe please fix asap",water,High,Negative
"bahut problem hai, safai area ganda hai society me jaldi solve kare",sanitation,Normal,Negative
complaint: pani ganda pani aa raha hai near school immediate action needed,water,Normal,Neutral
kooda overflow ho raha hai ghar ke paas please fix asap,sanitation,Normal,Negative
complaint: pipeline ganda pani aa raha hai near hospital bahut dikkat ho rahi hai,water,Normal,Neutral
"serious issue, sadak kaam adhura hai ghar ke paas",roads,High,Negative
"please help, nala drain block ho gaya hai near hospital immediate action needed",sanitation,High,Negative
"bahut problem hai, waste kachra jama hai main road pe",sanitation,Normal,Neutral
drain bahut badbu aa rahi h near hospital please fix asap,sanitation,Normal,Neutral
complaint: drain bahut badbu aa rahi hai market me,sanitation,Normal,Neutral
"bahut problem hai, electricity faat gaya ghar ke paas jaldi solve kare",electricity,High,Negative
"please help, sadak bade potholes hai near school immediate action needed",roads,Normal,Negative
urgent: awaz control nahi ho raha main road pe jaldi solve kare,public,High,Negative
"bahut problem hai, noise control nahi ho raha main road pe immediate action needed",public,Normal,Neutral
urgent: nala kachra jama hai colony me jaldi solve kare,sanitation,High,Negative
"bahut problem hai, current transformer kharab hai market me jaldi solve kare",electricity,High,Negative
complaint: kooda cleaning nahi hui colony me immediate action needed,sanitation,Normal,Negative
"serious issue, water water issue hai society me bahut dikkat ho rahi hai",water,Normal,Negative
urgent: water pipeline leak ho rahi hai near school jaldi solve kare,water,High,Negative
complaint: sadak construction incomplete hai near hospital please fix asap,roads,Normal,Neutral
crowd traffic jam ho raha hai area me jaldi solve kare,public,Normal,Negative
"serious issue, pani pressure bahut kam hai colony me",water,Normal,Negative
drain bahut badbu aa rahi hai main road pe immediate action needed,sanitation,Normal,Negative
"please help, electricity current nahi aa raha near school immediate action needed",electricity,High,Negative
"bahut prblm h, pipeline pipeline leak ho rahi h ghar ke paas jaldi solve kare",water,High,Negative
urgent: kooda nahi uthaya gaya near hospital bahut dikkat ho rahi hai,sanitation,High,Negative
urgent: safai cleaning nahi hui near school please fix asap,sanitation,High,Negative
"serious issue, meter current nahi aa raha ghar ke paas",electricity,Normal,Negative
urgent: street bahut kharab condition me hai area me bahut dikkat ho rahi hai,roads,High,Negative
power meter ka issue hai main road pe immediate action needed,electricity,High,Negative
"serious issue, power current nahi aa raha near school jaldi solve kare",electricity,Normal,Negative
urgent: safai cleaning nahi hui market me please fix asap,sanitation,High,Negative
"bahut problem hai, garbage cleaning nahi hui market me bahut dikkat ho rahi hai",sanitation,Normal,Negative
nala kachra jama hai market me bahut dikkat ho rahi hai,sanitation,Normal,Negative
"bahut problem hai, street bahut kharab condition me hai colony me immediate action needed",roads,Normal,Negative
urgent: tap tap se pani nahi aa raha society me immediate action needed,water,High,Negative
complaint: crowd disturbance create ho raha hai society me,public,Normal,Neutral
"please help, construction kaam adhura hai main road pe please fix asap",roads,Normal,Neutral
complaint: traffic control nahi ho raha main road pe immediate action needed,public,Normal,Neutral
complaint: awaz traffic jam ho raha hai colony me immediate action needed,public,Normal,Negative
"bahut problem hai, traffic illegal parking ho rahi hai near hospital please fix asap",public,Normal,Neutral
street toot gayi hai colony me bahut dikkat ho rahi hai,roads,Normal,Neutral
urgent: drain overflow ho raha hai ghar ke paas jaldi solve kare,sanitation,High,Negative
"bahut problem hai, supply ganda pani aa raha hai society me jaldi solve kare",water,Normal,Neutral
"serious issue, bijli shock lagne ka danger hai area me immediate action needed",electricity,High,Negative
urgent: meter nahi aa rahi area me jaldi solve kare,electricity,High,Negative
urgent: crowd bahut zyada hai near school immediate action needed,public,High,Negative
complaint: waste kachra jama hai near school bahut dikkat ho rahi hai,sanitation,Normal,Negative
"serious issue, construction accident ka danger hai main road pe bahut dikkat ho rahi hai",roads,High,Negative
"bahut problem hai, garbage kachra jama hai colony me please fix asap",sanitation,Normal,Neutral
"please help, sadak bahut kharab condition me h colony me bahut dikkat ho rahi h",roads,Normal,Neutral
"serious issue, meter power failure ho gaya hai ghar ke paas please fix asap",electricity,Normal,Negative
"serious issue, safai area ganda hai ghar ke paas",sanitation,High,Negative
"please help, jal water issue hai market me",water,Normal,Negative
"please help, pipeline supply band hai colony me jaldi solve kare",water,Normal,Negative
"serious issue, pipeline tap se pani nahi aa raha market me jaldi solve kare",water,Normal,Negative
"please help, electricity nahi aa rahi near hospital please fix asap",electricity,Normal,Negative
"please help, noise control nahi ho raha ghar ke paas immediate action needed",public,Normal,Neutral
"please help, pothole road damage hai ghar ke paas please fix asap",roads,Normal,Negative
"please help, tap nahi aa raha near hospital bahut dikkat ho rahi hai",water,Normal,Neutral
"please help, parking bahut zyada hai near school",public,Normal,Neutral
urgent: current bar bar cut ho rahi hai society me,electricity,High,Negative
"bahut problem hai, construction toot gayi hai main road pe jaldi solve kare",roads,High,Negative
"bahut prblm h, pothole toot gayi h market me immediate action needed",roads,Normal,Negative
"bahut problem hai, pothole road damage hai society me jaldi solve kare",roads,Normal,Neutral
complaint: tap water issue hai near hospital please fix asap,water,Normal,Neutral
"please help, electricity fluctuation ho raha hai near school immediate action needed",electricity,Normal,Neutral
urgent: water water issue h colony me please fix asap,water,High,Negative
drain overflow ho raha hai ghar ke paas immediate action needed,sanitation,Normal,Neutral
electricity bar bar cut ho rahi hai near school bahut dikkat ho rahi hai,electricity,Normal,Neutral
"please help, awaz illegal parking ho rahi hai area me bahut dikkat ho rahi hai",public,High,Negative
urgent: waste bahut badbu aa rahi hai near school,sanitation,High,Negative
complaint: tap ganda pani aa raha hai ghar ke paas bahut dikkat ho rahi hai,water,Normal,Neutral
complaint: construction bahut kharab condition me hai near hospital immediate action needed,roads,Normal,Negative
"bahut problem hai, waste kachra jama hai near school jaldi solve kare",sanitation,Normal,Negative
"serious issue, sadak construction incomplete hai society me",roads,Normal,Negative
"serious issue, kooda bahut badbu aa rahi hai area me jaldi solve kare",sanitation,Normal,Negative
urgent: bijli current nahi aa raha near hospital immediate action needed,electricity,High,Negative
pipeline pipeline leak ho rahi hai main road pe please fix asap,water,High,Negative
"please help, drain area ganda hai ghar ke paas jaldi solve kare",sanitation,Normal,Neutral
"bahut problem hai, kooda bahut badbu aa rahi hai market me please fix asap",sanitation,Normal,Neutral
construction kaam adhura hai near hospital immediate action needed,roads,Normal,Neutral
"bahut problem hai, awaz traffic jam ho raha hai area me bahut dikkat ho rahi hai",public,Normal,Neutral
urgent: water supply band hai near school bahut dikkat ho rahi hai,water,High,Negative
sadak kaam adhura hai near school jaldi solve kare,roads,Normal,Neutral
complaint: supply pressure bahut kam hai near school immediate action needed,water,Normal,Negative
"bahut prblm h, pani pressure bahut kam h colony me bahut dikkat ho rahi h",water,Normal,Neutral
urgent: construction road damage hai main road pe bahut dikkat ho rahi hai,roads,High,Negative
"please help, traffic disturbance create ho raha hai colony me",public,Normal,Neutral
complaint: crowd bahut zyada hai ghar ke paas please fix asap,public,Normal,Neutral
urgent: water ganda pani aa raha hai area me please fix asap,water,High,Negative
"bahut problem hai, sadak bahut kharab condition me hai main road pe jaldi solve kare",roads,Normal,Neutral
"serious issue, current bar bar cut ho rahi hai society me immediate action needed",electricity,High,Negative
"serious issue, pani supply band hai colony me jaldi solve kare",water,Normal,Negative
urgent: pipeline nahi aa raha ghar ke paas please fix asap,water,High,Negative
"serious issue, pothole bade potholes hai colony me jaldi solve kare",roads,High,Negative
"serious issue, tap pressure bahut kam hai main road pe bahut dikkat ho rahi hai",water,Normal,Negative
complaint: transformer faat gaya market me jaldi solve kare,electricity,Normal,Negative
parking illegal parking ho rahi h market me immediate action needed,public,Normal,Negative
crowd traffic jam ho raha hai near school bahut dikkat ho rahi hai,public,Normal,Negative
"bahut problem hai, drain cleaning nahi hui near hospital jaldi solve kare",sanitation,Normal,Negative
"please help, road bahut kharab condition me hai near hospital",roads,Normal,Negative
"please help, construction construction incomplete hai main road pe please fix asap",roads,Normal,Negative
"serious issue, parking traffic jam ho raha hai ghar ke paas bahut dikkat ho rahi hai",public,High,Negative
"bahut problem hai, road accident ka danger hai ghar ke paas jaldi solve kare",roads,High,Negative
"please help, parking disturbance create ho raha hai near hospital please fix asap",public,Normal,Negative
"serious issue, pani nahi aa raha society me",water,High,Negative
pani ganda pani aa raha hai market me immediate action needed,water,Normal,Neutral
complaint: pipeline ganda pani aa raha h main road pe immediate action needed,water,High,Negative
"bahut problem hai, safai overflow ho raha hai near hospital jaldi solve kare",sanitation,High,Negative
urgent: awaz log bahut shor kar rahe hai ghar ke paas bahut dikkat ho rahi hai,public,High,Negative
"bahut problem hai, nala drain block ho gaya hai society me jaldi solve kare",sanitation,Normal,Negative
"please help, bijli shock lagne ka danger hai ghar ke paas immediate action needed",electricity,High,Negative
complaint: bijli faat gaya colony me,electricity,Normal,Neutral
"please help, meter bar bar cut ho rahi hai area me immediate action needed",electricity,Normal,Negative
urgent: construction road damage hai society me immediate action needed,roads,High,Negative
urgent: construction bade potholes hai society me bahut dikkat ho rahi hai,roads,High,Negative
complaint: traffic control nahi ho raha society me please fix asap,public,Normal,Negative
"please help, voltage fluctuation ho raha hai ghar ke paas",electricity,Normal,Negative
kooda drain block ho gaya h ghar ke paas jaldi solve kare,sanitation,Normal,Negative
"please help, pothole bade potholes hai society me immediate action needed",roads,High,Negative
complaint: pani tap se pani nahi aa raha area me bahut dikkat ho rahi hai,water,Normal,Negative
complaint: nala drain block ho gaya hai market me jaldi solve kare,sanitation,High,Negative
complaint: awaz traffic jam ho raha h society me immediate action needed,public,Normal,Neutral
complaint: pothole construction incomplete hai ghar ke paas immediate action needed,roads,High,Negative
"please help, water tap se pani nahi aa raha colony me immediate action needed",water,Normal,Neutral
bijli power failure ho gaya h society me,electricity,Normal,Neutral
urgent: current meter ka issue hai near school immediate action needed,electricity,High,Negative
urgent: traffic traffic jam ho raha hai near hospital please fix asap,public,High,Negative
"serious issue, parking bahut zyada hai near school immediate action needed",public,Normal,Negative
waste nahi uthaya gaya area me bahut dikkat ho rahi hai,sanitation,Normal,Negative
urgent: jal supply band hai area me,water,High,Negative
traffic disturbance create ho raha hai colony me please fix asap,public,Normal,Negative
"please help, tap nahi aa raha near school immediate action needed",water,Normal,Negative
"bahut problem hai, safai bahut badbu aa rahi hai near hospital bahut dikkat ho rahi hai",sanitation,Normal,Negative
"bahut problem hai, tap nahi aa raha ghar ke paas",water,Normal,Neutral
"bahut problem hai, drain kachra jama hai ghar ke paas bahut dikkat ho rahi hai",sanitation,Normal,Neutral
"bahut problem hai, construction accident ka danger hai area me jaldi solve kare",roads,High,Negative
"bahut prblm h, noise traffic jam ho raha h ghar ke paas immediate action needed",public,Normal,Negative
"please help, construction kaam adhura hai main road pe",roads,Normal,Negative
"serious issue, waste drain block ho gaya hai society me please fix asap",sanitation,Normal,Negative
"please help, crowd log bahut shor kar rahe hai colony me immediate action needed",public,Normal,Neutral
"please help, construction road damage hai ghar ke paas jaldi solve kare",roads,Normal,Neutral
"bahut problem hai, bijli nahi aa rahi main road pe immediate action needed",electricity,Normal,Negative
complaint: garbage nahi uthaya gaya society me immediate action needed,sanitation,Normal,Neutral
urgent: nala nahi uthaya gaya market me immediate action needed,sanitation,High,Negative
"serious issue, transformer transformer kharab hai market me please fix asap",electricity,High,Negative
complaint: street accident ka danger hai market me jaldi solve kare,roads,High,Negative
complaint: tap supply band h ghar ke paas immediate action needed,water,Normal,Neutral
parking traffic jam ho raha hai area me bahut dikkat ho rahi hai,public,Normal,Neutral
"serious issue, supply water issue h near hospital please fix asap",water,Normal,Negative
urgent: dp transformer kharab hai market me,electricity,High,Negative
urgent: voltage meter ka issue hai ghar ke paas,electricity,High,Negative
complaint: traffic control nahi ho raha market me,public,High,Negative
pothole accident ka danger hai near hospital bahut dikkat ho rahi hai,roads,High,Negative
"serious issue, street kaam adhura hai colony me bahut dikkat ho rahi hai",roads,Normal,Negative
complaint: current nahi aa rahi ghar ke paas jaldi solve kare,electricity,Normal,Negative
"please help, sadak bahut kharab condition me h market me immediate action needed",roads,Normal,Neutral
"please help, noise control nahi ho raha near hospital bahut dikkat ho rahi hai",public,Normal,Neutral
"please help, awaz illegal parking ho rahi hai ghar ke paas jaldi solve kare",public,High,Negative
"bahut problem hai, tap tap se pani nahi aa raha area me bahut dikkat ho rahi hai",water,High,Negative
tap supply band hai near hospital immediate action needed,water,High,Negative
"bahut prblm h, traffic log bahut shor kar rahe h near hospital immediate action needed",public,Normal,Negative
urgent: road accident ka danger hai near hospital please fix asap,roads,High,Negative
complaint: parking disturbance create ho raha hai area me please fix asap,public,Normal,Neutral
"serious issue, waste kachra jama hai society me jaldi solve kare",sanitation,High,Negative
"please help, noise illegal parking ho rahi hai society me immediate action needed",public,Normal,Neutral
"bahut problem hai, dp nahi aa rahi near hospital please fix asap",electricity,Normal,Neutral
tap pipeline leak ho rahi hai near school immediate action needed,water,Normal,Neutral
complaint: voltage fluctuation ho raha hai market me jaldi solve kare,electricity,Normal,Neutral
"serious issue, tap water issue hai society me",water,Normal,Negative
"bahut problem hai, dp current nahi aa raha ghar ke paas immediate action needed",electricity,Normal,Neutral
light fluctuation ho raha hai main road pe immediate action needed,electricity,High,Negative
complaint: drain overflow ho raha hai market me immediate action needed,sanitation,Normal,Negative
"bahut prblm h, sadak bahut kharab condition me h market me bahut dikkat ho rahi h",roads,Normal,Neutral
"please help, waste cleaning nahi hui main road pe",sanitation,High,Negative
pani water issue hai market me immediate action needed,water,Normal,Neutral
urgent: meter transformer kharab hai area me,electricity,High,Negative
urgent: tap supply band hai society me immediate action needed,water,High,Negative
transformer current nahi aa raha main road pe immediate action needed,electricity,Normal,Neutral
"please help, electricity power failure ho gaya hai ghar ke paas please fix asap",electricity,Normal,Neutral
"serious issue, pani pipeline leak ho rahi hai market me",water,High,Negative
complaint: transformer fluctuation ho raha h colony me immediate action needed,electricity,Normal,Neutral
"please help, crowd disturbance create ho raha hai ghar ke paas",public,Normal,Negative
complaint: kooda kachra jama hai colony me jaldi solve kare,sanitation,High,Negative
complaint: parking log bahut shor kar rahe hai society me please fix asap,public,Normal,Neutral
"bahut problem hai, power nahi aa rahi market me please fix asap",electricity,High,Negative
urgent: awaz disturbance create ho raha hai market me jaldi solve kare,public,High,Negative
"bahut problem hai, dp power failure ho gaya hai society me jaldi solve kare",electricity,Normal,Negative
complaint: safai area ganda hai market me,sanitation,Normal,Neutral
urgent: current transformer kharab hai main road pe please fix asap,electricity,High,Negative
urgent: drain area ganda hai near hospital jaldi solve kare,sanitation,High,Negative
"serious issue, street bahut kharab condition me hai near hospital bahut dikkat ho rahi hai",roads,High,Negative
"bahut problem hai, traffic disturbance create ho raha hai colony me bahut dikkat ho rahi hai",public,Normal,Neutral
kooda cleaning nahi hui market me bahut dikkat ho rahi hai,sanitation,High,Negative
complaint: pani water issue hai area me,water,Normal,Negative
"bahut problem hai, nala area ganda hai market me please fix asap",sanitation,Normal,Neutral
"bahut problem hai, waste cleaning nahi hui near hospital immediate action needed",sanitation,High,Negative
complaint: traffic traffic jam ho raha hai market me bahut dikkat ho rahi hai,public,Normal,Neutral
"serious issue, street kaam adhura hai near hospital bahut dikkat ho rahi hai",roads,Normal,Negative
complaint: crowd log bahut shor kar rahe hai near hospital,public,High,Negative
"please help, crowd disturbance create ho raha hai near hospital jaldi solve kare",public,Normal,Neutral
urgent: noise disturbance create ho raha hai near hospital bahut dikkat ho rahi hai,public,High,Negative
"please help, street bahut kharab condition me hai near school",roads,Normal,Negative
complaint: sadak toot gayi hai colony me,roads,Normal,Neutral
"serious issue, drain area ganda hai ghar ke paas bahut dikkat ho rahi hai",sanitation,Normal,Negative
"please help, light faat gaya ghar ke paas please fix asap",electricity,High,Negative
urgent: kooda drain block ho gaya hai society me,sanitation,High,Negative
electricity fluctuation ho raha hai near hospital jaldi solve kare,electricity,High,Negative
jal supply band hai near hospital immediate action needed,water,Normal,Neutral
complaint: light transformer kharab hai society me jaldi solve kare,electricity,Normal,Neutral
"bahut problem hai, voltage power failure ho gaya hai society me please fix asap",electricity,Normal,Negative
"serious issue, parking traffic jam ho raha hai colony me",public,Normal,Negative
complaint: construction construction incomplete h area me bahut dikkat ho rahi h,roads,High,Negative
urgent: supply pressure bahut kam hai main road pe bahut dikkat ho rahi hai,water,High,Negative
nala bahut badbu aa rahi hai near school please fix asap,sanitation,High,Negative
road construction incomplete hai colony me jaldi solve kare,roads,Normal,Negative
urgent: garbage area ganda hai colony me immediate action needed,sanitation,High,Negative
"please help, kooda kachra jama hai society me immediate action needed",sanitation,Normal,Neutral
"serious issue, pothole accident ka danger hai area me please fix asap",roads,High,Negative
"bahut problem hai, voltage meter ka issue hai area me please fix asap",electricity,Normal,Neutral
pani pipeline leak ho rahi hai market me bahut dikkat ho rahi hai,water,High,Negative
"serious issue, pipeline tap se pani nahi aa raha area me bahut dikkat ho rahi hai",water,High,Negative
complaint: waste bahut badbu aa rahi hai area me jaldi solve kare,sanitation,High,Negative
"serious issue, meter faat gaya market me bahut dikkat ho rahi hai",electricity,Normal,Negative
parking disturbance create ho raha hai area me bahut dikkat ho rahi hai,public,Normal,Neutral
complaint: road toot gayi hai market me please fix asap,roads,High,Negative
awaz control nahi ho raha colony me,public,High,Negative
"please help, garbage area ganda hai market me",sanitation,Normal,Negative
supply pressure bahut kam h area me jaldi solve kare,water,High,Negative
"please help, bijli current nahi aa raha near school jaldi solve kare",electricity,Normal,Negative
"please help, pipeline ganda pani aa raha hai area me please fix asap",water,Normal,Negative
complaint: nala area ganda hai society me bahut dikkat ho rahi hai,sanitation,Normal,Neutral
"please help, pani supply band hai main road pe jaldi solve kare",water,Normal,Neutral
complaint: awaz illegal parking ho rahi hai ghar ke paas jaldi solve kare,public,Normal,Neutral
urgent: pani pressure bahut kam hai ghar ke paas please fix asap,water,High,Negative
"serious issue, road construction incomplete hai ghar ke paas immediate action needed",roads,Normal,Negative
"please help, waste bahut badbu aa rahi hai near hospital immediate action needed",sanitation,Normal,Negative
"please help, water tap se pani nahi aa raha near hospital please fix asap",water,Normal,Negative
"please help, current faat gaya near hospital jaldi solve kare",electricity,Normal,Neutral
"please help, pani ganda pani aa raha hai market me immediate action needed",water,Normal,Negative
"bahut problem hai, tap pressure bahut kam hai near hospital jaldi solve kare",water,Normal,Neutral
complaint: awaz control nahi ho raha main road pe jaldi solve kare,public,Normal,Negative
"please help, sadak accident ka danger hai area me please fix asap",roads,High,Negative
safai area ganda hai ghar ke paas,sanitation,High,Negative
tap tap se pani nahi aa raha society me please fix asap,water,Normal,Negative
construction bade potholes hai main road pe jaldi solve kare,roads,Normal,Neutral
"serious issue, noise control nahi ho raha near hospital jaldi solve kare",public,High,Negative
"serious issue, crowd illegal parking ho rahi hai colony me bahut dikkat ho rahi hai",public,Normal,Negative
pothole accident ka danger hai ghar ke paas immediate action needed,roads,High,Negative
complaint: supply water issue hai ghar ke paas please fix asap,water,Normal,Neutral
"bahut problem hai, noise log bahut shor kar rahe hai near school jaldi solve kare",public,Normal,Negative
"bahut problem hai, transformer fluctuation ho raha hai colony me please fix asap",electricity,Normal,Neutral
"please help, power nahi aa rahi area me jaldi solve kare",electricity,Normal,Negative
"bahut problem hai, power bar bar cut ho rahi hai main road pe bahut dikkat ho rahi hai",electricity,Normal,Negative
complaint: traffic control nahi ho raha ghar ke paas bahut dikkat ho rahi hai,public,Normal,Neutral
safai bahut badbu aa rahi h near hospital,sanitation,Normal,Negative
parking disturbance create ho raha hai market me please fix asap,public,High,Negative
"serious issue, power nahi aa rahi colony me bahut dikkat ho rahi h",electricity,High,Negative
urgent: awaz illegal parking ho rahi hai colony me bahut dikkat ho rahi hai,public,High,Negative
meter fluctuation ho raha hai area me immediate action needed,electricity,Normal,Negative
"bahut problem hai, pothole bahut kharab condition me hai colony me immediate action needed",roads,Normal,Negative
"please help, voltage power failure ho gaya h area me",electricity,High,Negative
urgent: light shock lagne ka danger hai ghar ke paas immediate action needed,electricity,High,Negative
"please help, current fluctuation ho raha h area me please fix asap",electricity,Normal,Negative
complaint: jal supply band hai colony me,water,Normal,Neutral
waste bahut badbu aa rahi hai area me,sanitation,Normal,Neutral
urgent: parking traffic jam ho raha hai ghar ke paas,public,High,Negative
"bahut problem hai, road accident ka danger hai ghar ke paas jaldi solve kare",roads,High,Negative
"serious issue, pothole bahut kharab condition me hai area me",roads,Normal,Negative
"please help, light nahi aa rahi market me bahut dikkat ho rahi h",electricity,Normal,Neutral
"please help, crowd disturbance create ho raha hai near school",public,High,Negative
urgent: construction accident ka danger hai colony me please fix asap,roads,High,Negative
"please help, supply water issue hai near hospital bahut dikkat ho rahi hai",water,Normal,Negative
complaint: drain bahut badbu aa rahi hai colony me,sanitation,High,Negative
crowd illegal parking ho rahi h society me bahut dikkat ho rahi h,public,Normal,Neutral
parking log bahut shor kar rahe hai main road pe jaldi solve kare,public,Normal,Neutral
"serious issue, road bade potholes h market me bahut dikkat ho rahi h",roads,Normal,Negative
urgent: parking log bahut shor kar rahe hai area me immediate action needed,public,High,Negative
pani ganda pani aa raha hai market me immediate action needed,water,Normal,Negative
"please help, crowd traffic jam ho raha hai ghar ke paas bahut dikkat ho rahi hai",public,Normal,Neutral
"please help, road kaam adhura hai ghar ke paas please fix asap",roads,Normal,Neutral
transformer transformer kharab hai society me jaldi solve kare,electricity,Normal,Neutral
"bahut problem hai, drain nahi uthaya gaya society me jaldi solve kare",sanitation,Normal,Neutral
"bahut problem hai, street bade potholes hai main road pe",roads,Normal,Neutral
"serious issue, construction bahut kharab condition me hai area me bahut dikkat ho rahi hai",roads,Normal,Negative
"serious issue, jal pipeline leak ho rahi hai near school bahut dikkat ho rahi hai",water,High,Negative
urgent: waste nahi uthaya gaya market me immediate action needed,sanitation,High,Negative
parking traffic jam ho raha hai main road pe bahut dikkat ho rahi hai,public,Normal,Neutral
"serious issue, crowd bahut zyada hai market me jaldi solve kare",public,Normal,Negative
"serious issue, safai overflow ho raha h colony me jaldi solve kare",sanitation,Normal,Negative
"please help, pipeline pressure bahut kam hai society me please fix asap",water,Normal,Negative
bijli current nahi aa raha market me,electricity,Normal,Neutral
"bahut problem hai, tap water issue hai ghar ke paas immediate action needed",water,Normal,Negative
"bahut prblm h, traffic control nahi ho raha ghar ke paas jaldi solve kare",public,Normal,Neutral
urgent: safai overflow ho raha hai society me immediate action needed,sanitation,High,Negative
urgent: road bahut kharab condition me hai area me immediate action needed,roads,High,Negative
"bahut problem hai, nala area ganda hai area me please fix asap",sanitation,High,Negative
"serious issue, street bahut kharab condition me hai near hospital",roads,Normal,Negative
"serious issue, pipeline tap se pani nahi aa raha near hospital please fix asap",water,Normal,Negative
"serious issue, light fluctuation ho raha hai main road pe jaldi solve kare",electricity,Normal,Negative
complaint: crowd log bahut shor kar rahe hai near hospital jaldi solve kare,public,Normal,Neutral
"serious issue, voltage current nahi aa raha near hospital immediate action needed",electricity,Normal,Negative
"please help, crowd control nahi ho raha near school immediate action needed",public,Normal,Negative
"bahut problem hai, drain overflow ho raha hai ghar ke paas jaldi solve kare",sanitation,Normal,Negative
urgent: awaz bahut zyada hai near hospital please fix asap,public,High,Negative
light nahi aa rahi main road pe immediate action needed,electricity,Normal,Neutral
"please help, road kaam adhura hai ghar ke paas immediate action needed",roads,Normal,Neutral
"serious issue, construction bahut kharab condition me hai main road pe jaldi solve kare",roads,Normal,Negative
urgent: voltage transformer kharab hai near hospital jaldi solve kare,electricity,High,Negative
"bahut prblm h, road accident ka danger h ghar ke paas",roads,High,Negative
current bar bar cut ho rahi hai main road pe bahut dikkat ho rahi hai,electricity,Normal,Neutral
"bahut problem hai, supply pressure bahut kam hai main road pe immediate action needed",water,Normal,Negative
"serious issue, pipeline pipeline leak ho rahi h market me bahut dikkat ho rahi h",water,Normal,Negative
"bahut problem hai, noise disturbance create ho raha hai near school please fix asap",public,Normal,Neutral
urgent: traffic control nahi ho raha colony me jaldi solve kare,public,High,Negative
awaz traffic jam ho raha hai area me bahut dikkat ho rahi hai,public,Normal,Negative
complaint: parking log bahut shor kar rahe h market me,public,Normal,Negative
"bahut problem hai, parking log bahut shor kar rahe hai market me please fix asap",public,Normal,Negative
urgent: electricity faat gaya near school please fix asap,electricity,High,Negative
